query,time,total_polarity,total_subjectivity
Malaysia,2021-04-14 12:15:58.744939,0.06333333333333332,0.18555555555555556
Malaysia,2021-04-14 12:16:04.620202,0.06333333333333332,0.18555555555555556
Malaysia,2021-04-14 12:59:58.602368,0.12805555555555553,0.31277777777777777
